family,date,sales
GROCERY I,2014-04-06,1387407.357
GROCERY I,2014-04-13,1154046.405
GROCERY I,2014-04-20,1167560.305
GROCERY I,2014-04-27,1120370.382
GROCERY I,2014-05-04,1308342.589
GROCERY I,2014-05-11,1170939.023
GROCERY I,2014-05-18,1192189.487
GROCERY I,2014-05-25,1123989.664
GROCERY I,2014-06-01,1239007.225
GROCERY I,2014-06-08,1337270.172
GROCERY I,2014-06-15,1142521.167
GROCERY I,2014-06-22,1174382.16
GROCERY I,2014-06-29,1127874.208
GROCERY I,2014-07-06,1414772.986
GROCERY I,2014-07-13,1165142.668
GROCERY I,2014-07-20,1158531.022
GROCERY I,2014-07-27,1129612.821
GROCERY I,2014-08-03,1294079.413
GROCERY I,2014-08-10,1216209.35
GROCERY I,2014-08-17,1180804.241
GROCERY I,2014-08-24,1177774.757
GROCERY I,2014-08-31,1227101.017
GROCERY I,2014-09-07,1447599.706
GROCERY I,2014-09-14,1214198.667
GROCERY I,2014-09-21,1212111.406
GROCERY I,2014-09-28,1151367.897
GROCERY I,2014-10-05,1433364.175
GROCERY I,2014-10-12,1281371.326
GROCERY I,2014-10-19,1238994.358
GROCERY I,2014-10-26,1185102.168
GROCERY I,2014-11-02,1187442.644
GROCERY I,2014-11-09,1470279.293
GROCERY I,2014-11-16,1228645.087
GROCERY I,2014-11-23,1235066.879
GROCERY I,2014-11-30,1315122.342
GROCERY I,2014-12-07,1601502.391
GROCERY I,2014-12-14,1675800.041
GROCERY I,2014-12-21,1902892.006
GROCERY I,2014-12-28,1626413.216
GROCERY I,2015-01-04,1431180.569
GROCERY I,2015-01-11,1370355.423
GROCERY I,2015-01-18,1219965.238
GROCERY I,2015-01-25,1224646.857
GROCERY I,2015-02-01,1292713.26
GROCERY I,2015-02-08,1365133.06
GROCERY I,2015-02-15,1192345.673
GROCERY I,2015-02-22,1368306.745
GROCERY I,2015-03-01,1367850.892
GROCERY I,2015-03-08,1456042.626
GROCERY I,2015-03-15,1346693.939
GROCERY I,2015-03-22,1340037.943
GROCERY I,2015-03-29,1310109.804
GROCERY I,2015-04-05,1527266.07
GROCERY I,2015-04-12,1374333.136
GROCERY I,2015-04-19,1349453.268
GROCERY I,2015-04-26,1288515.128
GROCERY I,2015-05-03,1455400.158
GROCERY I,2015-05-10,1417558.896
GROCERY I,2015-05-17,1371294.894
GROCERY I,2015-05-24,1316321.692
GROCERY I,2015-05-31,1434673.84
GROCERY I,2015-06-07,1561070.333
GROCERY I,2015-06-14,1319146.709
GROCERY I,2015-06-21,1309111.905
GROCERY I,2015-06-28,1307888.464
GROCERY I,2015-07-05,1592958.255
GROCERY I,2015-07-12,1431916.471
GROCERY I,2015-07-19,1344794.576
GROCERY I,2015-07-26,1320353.759
GROCERY I,2015-08-02,1486106.517
GROCERY I,2015-08-09,1418830.03
GROCERY I,2015-08-16,1514463.278
GROCERY I,2015-08-23,1375421.549
GROCERY I,2015-08-30,1395381.391
GROCERY I,2015-09-06,1792185.889
GROCERY I,2015-09-13,1470350.65
GROCERY I,2015-09-20,1467252.351
GROCERY I,2015-09-27,1400463.956
GROCERY I,2015-10-04,1764338.314
GROCERY I,2015-10-11,1627247.727
GROCERY I,2015-10-18,1519375.075
GROCERY I,2015-10-25,1451112.952
GROCERY I,2015-11-01,1412219.597
GROCERY I,2015-11-08,1783962.994
GROCERY I,2015-11-15,1469002.908
GROCERY I,2015-11-22,1475941.295
GROCERY I,2015-11-29,1468255.657
GROCERY I,2015-12-06,1865068.589
GROCERY I,2015-12-13,1745295.018
GROCERY I,2015-12-20,2076848.541
GROCERY I,2015-12-27,1915339.164
GROCERY I,2016-01-03,1645829.576
GROCERY I,2016-01-10,1694681.017
GROCERY I,2016-01-17,1451712.167
GROCERY I,2016-01-24,1423934.28
GROCERY I,2016-01-31,1448729.464
GROCERY I,2016-02-07,1576746.567
GROCERY I,2016-02-14,1540365.317
GROCERY I,2016-02-21,1507741.605
GROCERY I,2016-02-28,1462157.032
GROCERY I,2016-03-06,1817761.258
GROCERY I,2016-03-13,1501722.495
GROCERY I,2016-03-20,1476189.392
GROCERY I,2016-03-27,1420472.766
GROCERY I,2016-04-03,1734183.396
GROCERY I,2016-04-10,1623598.099
GROCERY I,2016-04-17,1639573.542
GROCERY I,2016-04-24,2766045.896
GROCERY I,2016-05-01,1758906.972
GROCERY I,2016-05-08,1840952.514
GROCERY I,2016-05-15,1591731.476
GROCERY I,2016-05-22,1525958.603
GROCERY I,2016-05-29,1518031.081
GROCERY I,2016-06-05,1925422.821
GROCERY I,2016-06-12,1525793.817
GROCERY I,2016-06-19,1535063.519
GROCERY I,2016-06-26,1478701.412
GROCERY I,2016-07-03,1656449.438
GROCERY I,2016-07-10,1623084.348
GROCERY I,2016-07-17,1448170.436
GROCERY I,2016-07-24,1452630.547
GROCERY I,2016-07-31,1511987.533
GROCERY I,2016-08-07,1685610.27
GROCERY I,2016-08-14,1387413.42
GROCERY I,2016-08-21,1479891.846
GROCERY I,2016-08-28,1390105.06
GROCERY I,2016-09-04,1703490.735
GROCERY I,2016-09-11,1598420.299
GROCERY I,2016-09-18,1469151.392
GROCERY I,2016-09-25,1442239.397
GROCERY I,2016-10-02,1666092.54
GROCERY I,2016-10-09,1705623.248
GROCERY I,2016-10-16,1537257.19
GROCERY I,2016-10-23,1484557.684
GROCERY I,2016-10-30,1420194.517
GROCERY I,2016-11-06,1874182.375
GROCERY I,2016-11-13,1705810.832
GROCERY I,2016-11-20,1681904.655
GROCERY I,2016-11-27,1623134.519
GROCERY I,2016-12-04,1943344.344
GROCERY I,2016-12-11,1962084.123
GROCERY I,2016-12-18,2116651.092
GROCERY I,2016-12-25,2363375.922
GROCERY I,2017-01-01,1709156.59
GROCERY I,2017-01-08,2132952.209
GROCERY I,2017-01-15,1644260.6
GROCERY I,2017-01-22,1633606.692
GROCERY I,2017-01-29,1579746.123
GROCERY I,2017-02-05,1866652.725
GROCERY I,2017-02-12,1636312.255
GROCERY I,2017-02-19,1602222.832
GROCERY I,2017-02-26,1606259.254
GROCERY I,2017-03-05,2029739.1
GROCERY I,2017-03-12,1761522.715
GROCERY I,2017-03-19,1707199.271
GROCERY I,2017-03-26,1728515.855
GROCERY I,2017-04-02,2005630.993
GROCERY I,2017-04-09,1869148.296
GROCERY I,2017-04-16,1725270.206
GROCERY I,2017-04-23,1691092.94
GROCERY I,2017-04-30,1672835.971
GROCERY I,2017-05-07,2093464.417
GROCERY I,2017-05-14,1693413.158
GROCERY I,2017-05-21,1812468.629
GROCERY I,2017-05-28,1721804.742
GROCERY I,2017-06-04,2024228.433
GROCERY I,2017-06-11,1874331.709
GROCERY I,2017-06-18,1723112.302
GROCERY I,2017-06-25,1682980.059
GROCERY I,2017-07-02,1809834.228
GROCERY I,2017-07-09,1826123.948
GROCERY I,2017-07-16,1625023.17
GROCERY I,2017-07-23,1659399.654
GROCERY I,2017-07-30,1719374.188
GROCERY I,2017-08-06,1932154.346
GROCERY I,2017-08-13,1598694.319
GROCERY I,2017-08-20,449563.819
